payment_id,customer_id,payment_date,payment_amount,payment_method,check_number,bank_reference,remittance_name,invoice_reference,applied_flag,applied_date,applied_amount,unapplied_amount,payment_type,status,batch_session,batch_id,created_date,updated_date,updated_time,updated_by
502727,100221,2024-07-25,,,             RE,F912536208             Bu,rke and Sons,,0,,0.0,, 2,13,,20240725-124072,,,,
502728,100227,2023-07-18,,80,06,                       Mo,ran-Shah,,2,1903-07-18,4438.68,, 5,25,,20230718-123071,,,,
502729,100190,2024-04-23,,,             RE,F881877308             Gr,iffith and Sons,,2,1904-04-23,0.0,, 8,36,,20240423-124042,,,,
502730,100150,2024-12-20,,,             RE,F841580084             Br,own-Garza,,2,1904-12-20,2033.97,, 8,76,,20241220-124122,,,,
502731,100002,2023-09-06,,54,26,                       Ed,"wards, Rios and Foster",,2,1903-09-06,572.34,, 9,66,,20230906-123090,,,,N
502732,100335,2024-04-16,,,             RE,F951156957             Wa,tkins-Castaneda,,2,1904-04-16,605.42,, 7,91,,20240416-124041,,,,
502733,100200,2024-05-06,,,             RE,F828866849             Sh,ah PLC,,2,1904-05-06,0.0,, 4,48,,20240506-124050,,,,ON
502734,100365,2024-04-07,,,             RE,F722277697             Li,vingston-Leblanc,,2,1904-04-07,0.0,, 7,91,,20240407-124040,,,,N
502735,100112,2023-10-23,,,             RE,F459774448             Jo,"hnston, Davis and Reynolds",,2,1903-10-23,6095.93,, 9,87,,20231023-123102,,,,N
502736,100202,2024-03-10,,,             RE,F297234078             Gr,aves-Grimes,,2,1904-03-10,502.72,, 7,51,,20240310-124031,,,,
502737,100449,2023-11-22,,,,                       Co,"oper, Henderson and Barrera",,2,1903-11-22,0.0,, 8,45,,20231122-123112,,,,ON
502738,100461,2024-01-15,,,             RE,F576328961             Le,"wis, Nelson and Cuevas",,2,1904-01-15,29070.57,, 7,62,,20240115-124011,,,,
502739,100342,2023-07-26,,,,                       Wh,eeler PLC,,2,1903-07-26,1226.17,, 2,24,,20230726-123072,,,,
502740,100426,2024-08-14,,,             RE,F948468234             Ki,ng-Jones,,2,1904-08-14,1556.24,, 6,27,,20240814-124081,,,,ON
502741,100395,2024-10-13,,,             RE,F909594485             Tr,"ujillo, Johnson and Anderson",,2,1904-10-13,1846.6,, 3,16,,20241013-124101,,2013-01-16,,
502742,100087,2023-11-14,,,             RE,F781915353             St,okes-Mills,,2,1903-11-14,0.0,, 3,19,,20231114-123111,,,,
502743,100252,2024-05-24,,,             RE,F199786890             Ba,"ker, James and Silva",,2,1904-05-24,2862.19,, 1,47,,20240524-124052,,,,
502744,100112,2024-11-03,,,             RE,F506928519             Jo,"hnston, Davis and Reynolds",,2,1904-11-03,9897.87,, 8,40,,20241103-124110,,,,N
502745,100027,2024-11-13,,,             RE,F191282867             Wi,"lliams, Roberts and Edwards",,2,1904-11-13,729.5,, 2,44,,20241113-124111,,,,ON
502746,100254,2024-12-03,,,             RE,F105104735             Jo,hnson Inc,,2,1904-12-03,597.34,, 7,10,,20241203-124120,,2013-07-10,,ON
502747,100280,2024-07-05,,,,                       Da,"vis, Grant and Rodriguez",,2,1904-07-05,486.57,, 3,65,,20240705-124070,,,,
502748,100258,2024-10-21,,,             RE,F597013344             Ho,ffman-May,,2,1904-10-21,0.0,, 6,91,,20241021-124102,,,,
502749,100254,2023-04-11,,,             RE,F934237468             Jo,hnson Inc,,2,1903-04-11,1257.75,, 2,59,,20230411-123041,,,,
502750,100100,2023-04-17,,,             RE,F967617766             Cl,ark-Harris,,0,,1070.85,, 1,32,,20230417-123041,,,,
502751,100323,2023-10-12,,50,47,                       On,"eal, Lucas and Campos",,2,1903-10-12,838.14,, 5,45,,20231012-123101,,,,ON
502752,100462,2024-10-01,,28,92,                       Ja,"ckson, Villa and Hernandez",,2,1904-10-01,730.31,, 2,26,,20241001-124100,,,,N
502753,100234,2024-01-16,,,             RE,F825796719             Mo,ntes Group,,2,1904-01-16,41305.88,, 6,85,,20240116-124011,,,,N
502754,100329,2023-11-04,,,             RE,F888918701             Fr,"ederick, Chavez and Carter",,2,1903-11-04,5812.44,, 9,09,,20231104-123110,,,,N
502755,100240,2023-10-25,,43,32,                       RO,"SARIO, CHANDLER AND RICE",,2,1903-10-25,131.26,, 1,33,,20231025-123102,,,,
502756,100156,2024-10-31,,87,17,                       Go,nzalez-Perry,,0,,0.0,, 6,54,,20241031-124103,,,,
502757,100458,2023-11-12,,,             RE,F824724171             Mi,"ller, Aguirre and Scott",,0,,29617.75,, 9,25,,20231112-123111,,,,N
502758,100129,2023-04-17,,,             RE,F989510543             Mo,nroe Group,,2,1903-04-17,44178.45,, 6,95,,20230417-123041,,,,
502759,100221,2024-11-03,,,             RE,F962435987             Bu,rke and Sons,,2,1904-11-03,0.0,, 6,44,,20241103-124110,,,,
502760,100360,2023-11-25,,,             RE,F224035868             Ba,"rrera, Howell and Riggs",,2,1903-11-25,0.0,, 6,48,,20231125-123112,,,,
502761,100009,2024-02-06,,,             RE,F288260019             Ca,rpenter LLC,,2,1904-02-06,489.04,, 2,88,,20240206-124020,,,,
502762,100379,2023-12-22,,23,28,                       Th,ompson Inc,,2,1903-12-22,4216.47,, 7,08,,20231222-123122,,,,
502763,100384,2023-05-07,,60,29,                       Sp,"arks, Spencer and Garcia",,0,,21919.9,, 8,95,,20230507-123050,,,,
502764,100008,2024-07-19,,,             RE,F129142371             Go,mez PLC,,0,,413.96,, 9,31,,20240719-124071,,,,
502765,100263,2024-01-12,,,             RE,F625826160             Wi,llis-Watson,,2,1904-01-12,0.0,, 2,27,,20240112-124011,,,,N
502766,100389,2024-05-09,,,,                       Fl,ores-Estrada,,2,1904-05-09,8036.79,, 1,51,,20240509-124050,,,,
502767,100423,2024-07-22,,75,06,                       Jo,hnston Ltd,,2,1904-07-22,897.07,, 9,75,,20240722-124072,,2019-06-12,,
502768,100157,2023-07-01,,13,94,                       Ac,osta-Lopez,,2,1903-07-01,0.0,, 6,61,,20230701-123070,,,,
502769,100096,2024-06-19,,48,05,                       Ba,"rnes, Hernandez and Davis",,2,1904-06-19,1632.01,, 8,75,,20240619-124061,,,,
502770,100323,2023-09-23,,43,26,                       On,"eal, Lucas and Campos",,2,1903-09-23,1311.07,, 1,85,,20230923-123092,,,,N
502771,100238,2024-09-06,,,             RE,F460182175             Sm,ith-Moore,,2,1904-09-06,0.0,, 2,66,,20240906-124090,,,,
502772,100309,2023-09-07,,42,14,                       Be,nton Ltd,,2,1903-09-07,5988.52,, 1,39,,20230907-123090,,2020-10-15,,
502773,100474,2024-02-26,,,             RE,F491374935             Cl,"ayton, Dean and Gaines",,2,1904-02-26,1259.65,, 7,98,,20240226-124022,,,,
502774,100140,2023-08-13,,32,94,                       Ne,"wman, Carter and Brown",,2,1903-08-13,0.0,, 2,15,,20230813-123081,,,,
502775,100334,2024-05-18,,,             RE,F309896996             Tu,"rner, Kaufman and Esparza",,2,1904-05-18,774.13,, 4,64,,20240518-124051,,,,
502776,100196,2024-12-30,,,,                       Be,rry and Sons,,2,1904-12-30,0.0,, 1,81,,20241230-124123,,,,N
502777,100392,2024-05-14,,,             RE,F541574498             Th,omas-Martinez,,0,,952.16,, 4,38,,20240514-124051,,,,ON
502778,100202,2024-08-30,,,             RE,F449014435             Gr,aves-Grimes,,2,1904-08-30,62.7,, 7,94,,20240830-124083,,,,
502779,100444,2024-07-12,,35,75,                       Lo,ve and Sons,,2,1904-07-12,0.0,, 5,15,,20240712-124071,,,,
502780,100086,2024-02-09,,,             RE,F636767613             We,"bb, Romero and Morse",,2,1904-02-09,0.0,, 1,85,,20240209-124020,,,,ON
502781,100242,2024-12-09,,58,43,                       Du,nn-Wilson,,2,1904-12-09,1601.98,, 7,08,,20241209-124120,,,,
502782,100241,2024-03-21,,,             RE,F343769946             Co,ok Inc,,0,,1631.66,, 1,78,,20240321-124032,,,,N
502783,100339,2023-11-11,,21,36,                       Ev,ans-Pearson,,2,1903-11-11,676.03,, 9,04,,20231111-123111,,,,
502784,100013,2023-08-16,,,             RE,F874076321             El,liott and Sons,,2,1903-08-16,877.41,, 7,43,,20230816-123081,,,,N
502785,100108,2023-09-24,,49,71,                       Ma,"rtin, Schmidt and Cole",,2,1903-09-24,1791.36,, 2,28,,20230924-123092,,,,
502786,100183,2023-06-24,,,             RE,F591077589             Jo,"hnson, Floyd and Weeks",,2,1903-06-24,443.48,, 7,51,,20230624-123062,,,,ON
502787,100087,2023-10-27,,33,90,                       St,okes-Mills,,2,1903-10-27,0.0,, 1,61,,20231027-123102,,,,
502788,100466,2023-04-04,,36,06,                       Bl,ackburn-Williams,,2,1903-04-04,7379.79,, 1,73,,20230404-123040,,,,
502789,100440,2024-04-04,,,             RE,F406769454             Da,vis-Harris,,2,1904-04-04,8748.54,, 7,47,,20240404-124040,,,,
502790,100279,2023-03-24,,,             RE,F460773466             Fa,"rmer, Green and Schmidt",,2,1903-03-24,7072.63,, 9,10,,20230324-123032,,,,
502791,100168,2024-12-14,,,             RE,F722641746             Ri,"chard, Hall and Evans",,2,1904-12-14,5125.65,, 3,33,,20241214-124121,,,,
502792,100344,2024-02-25,,74,43,                       Bu,"rnett, Ruiz and Daniel",,2,1904-02-25,2011.51,, 7,12,,20240225-124022,,,,ON
502793,100166,2024-07-19,,,             RE,F288983537             Ta,ylor Group,,2,1904-07-19,0.0,, 8,42,,20240719-124071,,,,
502794,100364,2024-07-09,,35,39,                       Ra,"mirez, Carter and Obrien",,2,1904-07-09,8994.8,, 3,80,,20240709-124070,,,,ON
502795,100116,2023-09-06,,,             RE,F649720777             Br,"ooks, Christian and Henry",,2,1903-09-06,363.97,, 3,43,,20230906-123090,,,,
502796,100330,2024-09-15,,,             RE,F188103710             Ma,son Inc,,2,1904-09-15,1461.51,, 6,10,,20240915-124091,,,,ON
502797,100207,2024-04-20,,,             RE,F311029398             Je,nsen Inc,,2,1904-04-20,496.45,, 1,42,,20240420-124042,,,,
502798,100324,2024-09-07,,,             RE,F272865649             Ba,xter-Wheeler,,2,1904-09-07,795.02,, 7,73,,20240907-124090,,,,
502799,100020,2024-02-05,,91,87,                       Ry,an-Reed,,2,1904-02-05,621.78,, 4,38,,20240205-124020,,,,N
502800,100214,2024-11-05,,,             RE,F576699447             Es,"pinoza, Rose and Frank",,0,,0.0,, 7,27,,20241105-124110,,,,
502801,100037,2024-04-13,,,             RE,F470280991             Lo,"pez, Holmes and Mcintyre",,2,1904-04-13,5279.91,, 6,45,,20240413-124041,,,,
502802,100241,2024-01-19,,36,95,                       Co,ok Inc,,2,1904-01-19,268.31,, 7,19,,20240119-124011,,,,
502803,100179,2024-04-30,,52,98,                       We,lch LLC,,2,1904-04-30,0.0,, 6,31,,20240430-124043,,,,N
502804,100289,2023-08-04,,,             RE,F919874934             Ca,rpenter-Fletcher,,2,1903-08-04,0.0,, 1,33,,20230804-123080,,,,N
502805,100155,2023-06-16,,,             RE,F788841371             Ru,iz-Gutierrez,,0,,1260.69,, 3,85,,20230616-123061,,,,ON
502806,100062,2024-06-04,,97,97,                       St,one Group,,0,,4489.04,, 3,96,,20240604-124060,,,,
502807,100440,2023-09-03,,32,93,                       Da,vis-Harris,,2,1903-09-03,0.0,, 3,42,,20230903-123090,,,,ON
502808,100158,2024-10-19,,32,06,                       Pa,ge-Hamilton,,2,1904-10-19,7388.86,, 1,08,,20241019-124101,,,,
502809,100348,2023-05-09,,42,60,                       No,rris Inc,,2,1903-05-09,16843.27,, 2,10,,20230509-123050,,,,
502810,100039,2024-04-07,,,,                       Cu,rtis-Wang,,2,1904-04-07,11586.75,, 3,77,,20240407-124040,,,,
502811,100023,2023-10-12,,,             RE,F635615033             Ri,vas-Scott,,2,1903-10-12,8988.93,, 7,40,,20231012-123101,,,,
502812,100370,2024-05-15,,,             RE,F185859196             Vi,ncent PLC,,2,1904-05-15,1273.62,, 3,57,,20240515-124051,,,,
502813,100278,2024-09-30,,,             RE,F934319966             Mo,rris,,0,,5736.61,, 2,04,,20240930-124093,,,,ON
502814,100006,2024-10-21,,,             RE,F436683476             Jo,"nes, Hensley and Powell",,2,1904-10-21,931.27,, 9,46,,20241021-124102,,,,N
502815,100000,2024-08-09,,75,42,                       Fi,gueroa and Sons,,2,1904-08-09,219.46,, 2,18,,20240809-124080,,,,
502816,100036,2023-09-20,,36,68,                       Ga,rcia-Murphy,,0,,4539.98,, 5,15,,20230920-123092,,,,ON
502817,100414,2024-08-17,,,             RE,F508735035             Go,rdon and Sons,,2,1904-08-17,36066.52,, 1,13,,20240817-124081,,,,
502818,100218,2024-01-25,,44,14,                       Jo,nes PLC,,2,1904-01-25,652.37,, 9,48,,20240125-124012,,2009-06-26,,
502819,100475,2023-05-31,,16,68,                       Li,vingston-Grant,,2,1903-05-31,35475.22,, 3,12,,20230531-123053,,,,
502820,100213,2024-03-14,,91,55,                       Co,chran-Dawson,,2,1904-03-14,0.0,, 2,38,,20240314-124031,,,,
502821,100258,2024-07-13,,,             RE,F645172400             Ho,ffman-May,,2,1904-07-13,0.0,, 3,78,,20240713-124071,,2011-12-18,,ON
502822,100022,2023-03-22,,,,                       La,ndry-Huerta,,2,1903-03-22,0.0,, 7,93,,20230322-123032,,,,
502823,100330,2023-12-13,,,             RE,F338242702             Ma,son Inc,,2,1903-12-13,2016.22,, 4,68,,20231213-123121,,,,
502824,100139,2024-12-06,,50,90,                       Pi,"tts, Warner and Mullins",,2,1904-12-06,181.33,, 3,07,,20241206-124120,,,,
502825,100480,2024-03-27,,45,76,                       Co,ok Group,,2,1904-03-27,7549.4,, 1,64,,20240327-124032,,,,N
502826,100006,2024-12-22,,,             RE,F396398377             Jo,"nes, Hensley and Powell",,0,,0.0,, 1,95,,20241222-124122,,,,ON
502827,100475,2023-03-04,,,             RE,F303323312             Li,vingston-Grant,,2,1903-03-04,37389.71,, 2,49,,20230304-123030,,2016-12-09,,
502828,100251,2023-07-10,,96,46,                       Mu,rphy PLC,,2,1903-07-10,838.1,, 6,99,,20230710-123071,,,,
502829,100113,2023-06-21,,,             RE,F427808507             Go,nzalez LLC,,2,1903-06-21,810.5,, 8,79,,20230621-123062,,2011-03-08,,
502830,100018,2023-05-12,,,,                       Jo,hnston-Hines,,2,1903-05-12,40313.17,, 2,56,,20230512-123051,,,,
502831,100178,2024-07-12,,,             RE,F325265998             Co,rdova-Holmes,,2,1904-07-12,29544.59,, 6,13,,20240712-124071,,,,
502832,100278,2023-06-06,,,             RE,F574363074             Mo,rris Group,,2,1903-06-06,13105.31,, 3,97,,20230606-123060,,,,N
502833,100189,2023-11-05,,55,18,                       Ge,"orge, Bautista and Stevenson",,0,,0.0,, 5,92,,20231105-123110,,,,N
502834,100313,2023-06-27,,21,86,                       Wi,lliams-Robinson,,2,1903-06-27,18009.82,, 9,20,,20230627-123062,,,,ON
502835,100372,2023-10-03,,49,04,                       Ly,nn Group,,2,1903-10-03,763.14,, 8,13,,20231003-123100,,,,N
502836,100347,2023-12-24,,,             RE,F587017588             Pa,checo-Todd,,2,1903-12-24,1965.97,, 6,95,,20231224-123122,,,,N
502837,100454,2023-12-21,,,             RE,F691779212             Gi,"lbert, Ellis and Wood",,2,1903-12-21,1890.65,, 6,05,,20231221-123122,,,,
502838,100355,2023-12-05,,53,68,                       Ro,"ss, Gregory and Barber",,2,1903-12-05,2959.03,, 2,42,,20231205-123120,,,,
502839,100440,2024-11-07,,76,92,                       DA,VIS-HARRIS,,2,1904-11-07,3586.66,, 5,46,,20241107-124110,,,,
502840,100120,2024-11-28,,19,41,                       Ha,"rt, Stone and Welch",,0,,37853.27,, 6,07,,20241128-124112,,,,N
502841,100413,2024-08-22,,,,                       Va,"lencia, Miller and Watkins",,2,1904-08-22,5690.57,, 4,22,,20240822-124082,,,,
502842,100048,2023-08-17,,,             RE,F306291843             Al,len Inc,,2,1903-08-17,1538.02,, 2,48,,20230817-123081,,,,ON
502843,100029,2024-04-06,,,,                       St,evens Inc,,2,1904-04-06,638.2,, 5,47,,20240406-124040,,,,N
502844,100018,2024-01-04,,,             RE,F176206908             Jo,hnston-Hines,,2,1904-01-04,16951.17,, 5,83,,20240104-124010,,,,
502845,100173,2024-06-07,,54,42,                       Ca,"mpbell, Martin and Ferguson",,2,1904-06-07,4749.49,, 1,54,,20240607-124060,,,,
502846,100273,2024-05-05,,,,                       Va,"squez,",,2,1904-05-05,0.0,, 5,04,,20240505-124050,,2023-05-04,,
502847,100071,2024-12-24,,72,18,                       Ro,gers LLC,,0,,1098.45,, 2,08,,20241224-124122,,,,ON
502848,100023,2023-07-04,,67,01,                       Ri,vas-Scott,,2,1903-07-04,9663.4,, 8,66,,20230704-123070,,,,ON
502849,100347,2024-10-14,,68,16,                       Pa,checo-Todd,,0,,2888.0,, 8,03,,20241014-124101,,,,
502850,100339,2024-07-29,,,             RE,F458726036             Ev,ans-Pearson,,2,1904-07-29,932.53,, 9,46,,20240729-124072,,,,ON
502851,100018,2024-07-19,,,             RE,F415141181             Jo,hnston-Hines,,2,1904-07-19,24693.46,, 2,21,,20240719-124071,,,,ON
502852,100002,2024-11-25,,,             RE,F440241817             Ed,"wards, Rios and Foster",,2,1904-11-25,737.51,, 6,61,,20241125-124112,,,,
502853,100269,2023-10-31,,,,                       Wi,"lcox, Matthews and Walters",,0,,915.25,, 1,36,,20231031-123103,,,,
502854,100193,2024-03-23,,,,                       Bi,rd-Savage,,0,,22234.43,, 2,04,,20240323-124032,,,,
502855,100359,2024-07-06,,90,19,                       He,"rrera, Shepard and Williams",,0,,9274.78,, 3,53,,20240706-124070,,,,ON
502856,100459,2024-06-13,,53,57,                       St,"ewart, Lewis and Smith",,2,1904-06-13,0.0,, 7,73,,20240613-124061,,,,
502857,100009,2023-09-20,,86,45,                       Ca,rpenter LLC,,0,,158.84,, 1,72,,20230920-123092,,,,ON
502858,100449,2024-11-18,,61,94,                       CO,"OPER, HENDERSON AND BARRERA",,0,,0.0,, 8,88,,20241118-124111,,,,N
502859,100219,2023-08-08,,,             RE,F143658230             Mc,"cullough, Marshall and Miller",,2,1903-08-08,19427.72,, 2,80,,20230808-123080,,,,ON
502860,100392,2023-09-22,,,             RE,F383871594             Th,omas-Martinez,,2,1903-09-22,1292.02,, 6,19,,20230922-123092,,,,
502861,100259,2023-10-08,,,             RE,F727896566             Ke,lly-Roberson,,2,1903-10-08,6540.53,, 6,98,,20231008-123100,,,,
502862,100480,2024-11-06,,,             RE,F266325487             Co,ok Group,,2,1904-11-06,3667.44,, 8,85,,20241106-124110,,,,
502863,100201,2024-11-22,,,             RE,F618213885             Th,"omas, Harris and Soto",,2,1904-11-22,0.0,, 6,08,,20241122-124112,,,,
502864,100320,2024-03-02,,19,89,                       Jo,nes-White,,0,,1570.12,, 9,86,,20240302-124030,,2003-07-03,,
502865,100033,2023-10-16,,,             RE,F138995103             Mi,tchell and Sons,,2,1903-10-16,714.53,, 9,83,,20231016-123101,,,,
502866,100410,2024-10-13,,,             RE,F781363311             Sc,hneider-Mcintyre,,2,1904-10-13,6749.26,, 6,59,,20241013-124101,,2005-05-28,,ON
502867,100152,2024-06-18,,,             RE,F403343342             Bu,rton PLC,,2,1904-06-18,550.04,, 6,08,,20240618-124061,,,,
502868,100455,2024-06-08,,,             RE,F658294952             Ba,rber Ltd,,2,1904-06-08,4504.96,, 6,41,,20240608-124060,,,,N
502869,100419,2023-04-04,,,             RE,F445633612             Wo,od-Owens,,2,1903-04-04,1481.18,, 3,78,,20230404-123040,,,,
502870,100363,2023-05-01,,,             RE,F577706376             Ga,rcia-Rivas,,0,,272.13,, 3,64,,20230501-123050,,,,
502871,100393,2023-05-03,,,             RE,F566891255             Si,ms-Valentine,,2,1903-05-03,919.84,, 4,94,,20230503-123050,,,,
